gene_symbol	ncbi_gene_id	n_disease_associations	mondo_ids	omim_ids	all_disease_ids
FXR1	NCBIGene:8087	2		OMIM:618822;OMIM:618823	OMIM:618822;OMIM:618823
FXN	NCBIGene:2395	2		OMIM:229300;OMIM:601992	OMIM:229300;OMIM:601992
FUT2	NCBIGene:2524	2		OMIM:612542;OMIM:616754	OMIM:612542;OMIM:616754
FUS	NCBIGene:2521	2		OMIM:608030;OMIM:614782	OMIM:608030;OMIM:614782
GCLC	NCBIGene:2729	2		OMIM:230450;OMIM:608446	OMIM:230450;OMIM:608446
TG	NCBIGene:7038	2		OMIM:274700;OMIM:608175	OMIM:274700;OMIM:608175
KCNE1	NCBIGene:3753	2		OMIM:612347;OMIM:613695	OMIM:612347;OMIM:613695
GCNT2	NCBIGene:2651	2		OMIM:110800;OMIM:116700	OMIM:110800;OMIM:116700
GLI1	NCBIGene:2735	2		OMIM:174400;OMIM:618123	OMIM:174400;OMIM:618123
TCF3	NCBIGene:6929	2		OMIM:616941;OMIM:619824	OMIM:616941;OMIM:619824
GLE1	NCBIGene:2733	2		OMIM:253310;OMIM:611890	OMIM:253310;OMIM:611890
TCF4	NCBIGene:6925	2		OMIM:610954;OMIM:613267	OMIM:610954;OMIM:613267
TCTN2	NCBIGene:79867	2		OMIM:613885;OMIM:616654	OMIM:613885;OMIM:616654
TCTN3	NCBIGene:26123	2		OMIM:258860;OMIM:614815	OMIM:258860;OMIM:614815
TECTA	NCBIGene:7007	2		OMIM:601543;OMIM:603629	OMIM:601543;OMIM:603629
GJA8	NCBIGene:2703	2		OMIM:116200;OMIM:612474	OMIM:116200;OMIM:612474
XPR1	NCBIGene:9213	2		OMIM:213600;OMIM:616413	OMIM:213600;OMIM:616413
TET2	NCBIGene:54790	2		OMIM:614286;OMIM:619126	OMIM:614286;OMIM:619126
GGCX	NCBIGene:2677	2		OMIM:277450;OMIM:610842	OMIM:277450;OMIM:610842
GFPT1	NCBIGene:2673	2		OMIM:608931;OMIM:610542	OMIM:608931;OMIM:610542
GFI1	NCBIGene:2672	2		OMIM:607847;OMIM:613107	OMIM:607847;OMIM:613107
TFAP2B	NCBIGene:7021	2		OMIM:169100;OMIM:617035	OMIM:169100;OMIM:617035
XRCC3	NCBIGene:7517	2		OMIM:114480;OMIM:613972	OMIM:114480;OMIM:613972
XYLT1	NCBIGene:64131	2		OMIM:264800;OMIM:615777	OMIM:264800;OMIM:615777
TFE3	NCBIGene:7030	2		OMIM:300854;OMIM:301066	OMIM:300854;OMIM:301066
GDF1	NCBIGene:2657	2		OMIM:208530;OMIM:613854	OMIM:208530;OMIM:613854
TFG	NCBIGene:10342	2		OMIM:604484;OMIM:615658	OMIM:604484;OMIM:615658
FTO	NCBIGene:79068	2		OMIM:612460;OMIM:612938	OMIM:612460;OMIM:612938
THOC2	NCBIGene:57187	2		OMIM:300957;OMIM:301127	OMIM:300957;OMIM:301127
FTH1	NCBIGene:2495	2		OMIM:615517;OMIM:620669	OMIM:615517;OMIM:620669
FH	NCBIGene:2271	2		OMIM:150800;OMIM:606812	OMIM:150800;OMIM:606812
ZEB1	NCBIGene:6935	2		OMIM:609141;OMIM:613270	OMIM:609141;OMIM:613270
TMC1	NCBIGene:117531	2		OMIM:600974;OMIM:606705	OMIM:600974;OMIM:606705
TMEM107	NCBIGene:84314	2		OMIM:617562;OMIM:617563	OMIM:617562;OMIM:617563
FGF8	NCBIGene:2253	2		OMIM:146110;OMIM:612702	OMIM:146110;OMIM:612702
FGF23	NCBIGene:8074	2		OMIM:193100;OMIM:617993	OMIM:193100;OMIM:617993
FGF17	NCBIGene:8822	2		OMIM:146110;OMIM:615270	OMIM:146110;OMIM:615270
FGF14	NCBIGene:2259	2		OMIM:193003;OMIM:620174	OMIM:193003;OMIM:620174
FGF13	NCBIGene:2258	2		OMIM:301058;OMIM:301095	OMIM:301058;OMIM:301095
FGF10	NCBIGene:2255	2		OMIM:180920;OMIM:620193	OMIM:180920;OMIM:620193
FGB	NCBIGene:2244	2		OMIM:202400;OMIM:616004	OMIM:202400;OMIM:616004
FEZF1	NCBIGene:389549	2		OMIM:146110;OMIM:616030	OMIM:146110;OMIM:616030
FDXR	NCBIGene:2232	2		OMIM:617717;OMIM:620887	OMIM:617717;OMIM:620887
FCGR2B	NCBIGene:2213	2		OMIM:152700;OMIM:611162	OMIM:152700;OMIM:611162
TMEM231	NCBIGene:79583	2		OMIM:614970;OMIM:615397	OMIM:614970;OMIM:615397
FBXO43	NCBIGene:286151	2		OMIM:619696;OMIM:619697	OMIM:619696;OMIM:619697
FBN2	NCBIGene:2201	2		OMIM:121050;OMIM:616118	OMIM:121050;OMIM:616118
ZIC1	NCBIGene:7545	2		OMIM:616602;OMIM:618736	OMIM:616602;OMIM:618736
FAT4	NCBIGene:79633	2		OMIM:615546;OMIM:616006	OMIM:615546;OMIM:616006
FASTKD2	NCBIGene:22868	2		OMIM:220110;OMIM:618855	OMIM:220110;OMIM:618855
FGG	NCBIGene:2266	2		OMIM:202400;OMIM:616004	OMIM:202400;OMIM:616004
ZC4H2	NCBIGene:55906	2		OMIM:301041;OMIM:314580	OMIM:301041;OMIM:314580
FSHR	NCBIGene:2492	2		OMIM:233300;OMIM:608115	OMIM:233300;OMIM:608115
TLR7	NCBIGene:51284	2		OMIM:301051;OMIM:301080	OMIM:301051;OMIM:301080
FREM2	NCBIGene:341640	2		OMIM:123570;OMIM:617666	OMIM:123570;OMIM:617666
THSD1	NCBIGene:55901	2		OMIM:618734;OMIM:620244	OMIM:618734;OMIM:620244
FOXL2	NCBIGene:668	2		OMIM:110100;OMIM:608996	OMIM:110100;OMIM:608996
TIA1	NCBIGene:7072	2		OMIM:604454;OMIM:619133	OMIM:604454;OMIM:619133
FOXI1	NCBIGene:2299	2		OMIM:274600;OMIM:600791	OMIM:274600;OMIM:600791
FOXE1	NCBIGene:2304	2		OMIM:241850;OMIM:616534	OMIM:241850;OMIM:616534
FOXC1	NCBIGene:2296	2		OMIM:601631;OMIM:602482	OMIM:601631;OMIM:602482
FN1	NCBIGene:2335	2		OMIM:184255;OMIM:601894	OMIM:184255;OMIM:601894
TJP2	NCBIGene:9414	2		OMIM:607748;OMIM:615878	OMIM:607748;OMIM:615878
FLVCR1	NCBIGene:28982	2		OMIM:609033;OMIM:621060	OMIM:609033;OMIM:621060
TK2	NCBIGene:7084	2		OMIM:609560;OMIM:617069	OMIM:609560;OMIM:617069
FLT3	NCBIGene:2322	2		OMIM:601626;OMIM:613065	OMIM:601626;OMIM:613065
FLRT3	NCBIGene:23767	2		OMIM:146110;OMIM:615271	OMIM:146110;OMIM:615271
XYLT2	NCBIGene:64132	2		OMIM:264800;OMIM:605822	OMIM:264800;OMIM:605822
YARS1	NCBIGene:8565	2		OMIM:608323;OMIM:619418	OMIM:608323;OMIM:619418
FLG	NCBIGene:2312	2		OMIM:146700;OMIM:605803	OMIM:146700;OMIM:605803
TLR3	NCBIGene:7098	2		OMIM:609423;OMIM:613002	OMIM:609423;OMIM:613002
ZAP70	NCBIGene:7535	2		OMIM:269840;OMIM:617006	OMIM:269840;OMIM:617006
FKBP10	NCBIGene:60681	2		OMIM:259450;OMIM:610968	OMIM:259450;OMIM:610968
KCND3	NCBIGene:3752	2		OMIM:607346;OMIM:616399	OMIM:607346;OMIM:616399
KIF4A	NCBIGene:24137	2		OMIM:300923;OMIM:313490	OMIM:300923;OMIM:313490
KCNE2	NCBIGene:9992	2		OMIM:611493;OMIM:613693	OMIM:611493;OMIM:613693
NR4A2	NCBIGene:4929	2		OMIM:168600;OMIM:619911	OMIM:168600;OMIM:619911
NTRK1	NCBIGene:4914	2		OMIM:155240;OMIM:256800	OMIM:155240;OMIM:256800
NTN1	NCBIGene:9423	2		OMIM:157600;OMIM:618264	OMIM:157600;OMIM:618264
NSMF	NCBIGene:26012	2		OMIM:146110;OMIM:614838	OMIM:146110;OMIM:614838
NSDHL	NCBIGene:50814	2		OMIM:300831;OMIM:308050	OMIM:300831;OMIM:308050
NSD2	NCBIGene:7468	2		OMIM:194190;OMIM:619695	OMIM:194190;OMIM:619695
NRXN1	NCBIGene:9378	2		OMIM:614325;OMIM:621407	OMIM:614325;OMIM:621407
NRL	NCBIGene:4901	2		OMIM:613750;OMIM:621371	OMIM:613750;OMIM:621371
USH2A	NCBIGene:7399	2		OMIM:276901;OMIM:613809	OMIM:276901;OMIM:613809
RSPO2	NCBIGene:340419	2		OMIM:618021;OMIM:618022	OMIM:618021;OMIM:618022
NR3C2	NCBIGene:4306	2		OMIM:177735;OMIM:605115	OMIM:177735;OMIM:605115
USP9X	NCBIGene:8239	2		OMIM:300919;OMIM:300968	OMIM:300919;OMIM:300968
NR2F2	NCBIGene:7026	2		OMIM:615779;OMIM:618901	OMIM:615779;OMIM:618901
NR2E3	NCBIGene:10002	2		OMIM:268100;OMIM:611131	OMIM:268100;OMIM:611131
NR0B1	NCBIGene:190	2		OMIM:300018;OMIM:300200	OMIM:300018;OMIM:300200
RTEL1	NCBIGene:51750	2		OMIM:615190;OMIM:616373	OMIM:615190;OMIM:616373
NPPA	NCBIGene:4878	2		OMIM:612201;OMIM:615745	OMIM:612201;OMIM:615745
RTN2	NCBIGene:6253	2		OMIM:604805;OMIM:620854	OMIM:604805;OMIM:620854
RUNX1	NCBIGene:861	2		OMIM:601399;OMIM:601626	OMIM:601399;OMIM:601626
NPHP4	NCBIGene:261734	2		OMIM:606966;OMIM:606996	OMIM:606966;OMIM:606996
RUNX2	NCBIGene:860	2		OMIM:119600;OMIM:156510	OMIM:119600;OMIM:156510
NTRK2	NCBIGene:4915	2		OMIM:613886;OMIM:617830	OMIM:613886;OMIM:617830
NUP133	NCBIGene:55746	2		OMIM:618177;OMIM:618349	OMIM:618177;OMIM:618349
RPS6KA3	NCBIGene:6197	2		OMIM:300844;OMIM:303600	OMIM:300844;OMIM:303600
NUS1	NCBIGene:116150	2		OMIM:617082;OMIM:617831	OMIM:617082;OMIM:617831
PCYT1A	NCBIGene:5130	2		OMIM:608940;OMIM:620680	OMIM:608940;OMIM:620680
PCSK1	NCBIGene:5122	2		OMIM:600955;OMIM:612362	OMIM:600955;OMIM:612362
PAX7	NCBIGene:5081	2		OMIM:268220;OMIM:618578	OMIM:268220;OMIM:618578
UNC45B	NCBIGene:146862	2		OMIM:616279;OMIM:619178	OMIM:616279;OMIM:619178
ROM1	NCBIGene:6094	2		OMIM:268000;OMIM:608133	OMIM:268000;OMIM:608133
ROR2	NCBIGene:4920	2		OMIM:113000;OMIM:268310	OMIM:113000;OMIM:268310
RP1L1	NCBIGene:94137	2		OMIM:613587;OMIM:618826	OMIM:613587;OMIM:618826
PAX2	NCBIGene:5076	2		OMIM:120330;OMIM:616002	OMIM:120330;OMIM:616002
PARN	NCBIGene:5073	2		OMIM:616353;OMIM:616371	OMIM:616353;OMIM:616371
OTX2	NCBIGene:5015	2		OMIM:610125;OMIM:613986	OMIM:610125;OMIM:613986
OSBPL2	NCBIGene:9885	2		OMIM:616340;OMIM:621400	OMIM:616340;OMIM:621400
ORAI1	NCBIGene:84876	2		OMIM:612782;OMIM:615883	OMIM:612782;OMIM:615883
RPGRIP1	NCBIGene:57096	2		OMIM:608194;OMIM:613826	OMIM:608194;OMIM:613826
OPN1MW	NCBIGene:2652	2		OMIM:303700;OMIM:303800	OMIM:303700;OMIM:303800
OPN1LW	NCBIGene:5956	2		OMIM:303700;OMIM:303900	OMIM:303700;OMIM:303900
OPA3	NCBIGene:80207	2		OMIM:165300;OMIM:258501	OMIM:165300;OMIM:258501
RPL10	NCBIGene:6134	2		OMIM:300847;OMIM:300998	OMIM:300847;OMIM:300998
OCRL	NCBIGene:4952	2		OMIM:300555;OMIM:309000	OMIM:300555;OMIM:309000
OCA2	NCBIGene:4948	2		OMIM:203200;OMIM:227220	OMIM:203200;OMIM:227220
RYR2	NCBIGene:6262	2		OMIM:115000;OMIM:604772	OMIM:115000;OMIM:604772
SALL4	NCBIGene:57167	2		OMIM:147750;OMIM:607323	OMIM:147750;OMIM:607323
PDCD10	NCBIGene:11235	2		OMIM:116860;OMIM:603285	OMIM:116860;OMIM:603285
NARS2	NCBIGene:79731	2		OMIM:616239;OMIM:618434	OMIM:616239;OMIM:618434
NEFH	NCBIGene:4744	2		OMIM:105400;OMIM:616924	OMIM:105400;OMIM:616924
NEB	NCBIGene:4703	2		OMIM:256030;OMIM:619334	OMIM:256030;OMIM:619334
NDUFS2	NCBIGene:4720	2		OMIM:618228;OMIM:620569	OMIM:618228;OMIM:620569
SCO1	NCBIGene:6341	2		OMIM:220110;OMIM:619048	OMIM:220110;OMIM:619048
NDUFAF6	NCBIGene:137682	2		OMIM:618239;OMIM:618913	OMIM:618239;OMIM:618913
NDUFA13	NCBIGene:51079	2		OMIM:607464;OMIM:618249	OMIM:607464;OMIM:618249
NDP	NCBIGene:4693	2		OMIM:305390;OMIM:310600	OMIM:305390;OMIM:310600
NDE1	NCBIGene:54820	2		OMIM:605013;OMIM:614019	OMIM:605013;OMIM:614019
NBAS	NCBIGene:51594	2		OMIM:614800;OMIM:616483	OMIM:614800;OMIM:616483
NARS1	NCBIGene:4677	2		OMIM:619091;OMIM:619092	OMIM:619091;OMIM:619092
NOTCH2	NCBIGene:4853	2		OMIM:102500;OMIM:610205	OMIM:102500;OMIM:610205
NALCN	NCBIGene:259232	2		OMIM:615419;OMIM:616266	OMIM:615419;OMIM:616266
NAGLU	NCBIGene:4669	2		OMIM:252920;OMIM:616491	OMIM:252920;OMIM:616491
SDCCAG8	NCBIGene:10806	2		OMIM:613615;OMIM:615993	OMIM:613615;OMIM:615993
NAGA	NCBIGene:4668	2		OMIM:609241;OMIM:609242	OMIM:609241;OMIM:609242
NAA60	NCBIGene:79903	2		OMIM:213600;OMIM:620786	OMIM:213600;OMIM:620786
NAA10	NCBIGene:8260	2		OMIM:300855;OMIM:309800	OMIM:300855;OMIM:309800
MYPN	NCBIGene:84665	2		OMIM:615248;OMIM:617336	OMIM:615248;OMIM:617336
MYORG	NCBIGene:57462	2		OMIM:213600;OMIM:618317	OMIM:213600;OMIM:618317
SEC23B	NCBIGene:10483	2		OMIM:224100;OMIM:616858	OMIM:224100;OMIM:616858
TUBB3	NCBIGene:10381	2		OMIM:600638;OMIM:614039	OMIM:600638;OMIM:614039
NEUROD1	NCBIGene:4760	2		OMIM:125853;OMIM:606394	OMIM:125853;OMIM:606394
TUBB4A	NCBIGene:10382	2		OMIM:128101;OMIM:612438	OMIM:128101;OMIM:612438
SCN3A	NCBIGene:6328	2		OMIM:617935;OMIM:617938	OMIM:617935;OMIM:617938
NOTCH1	NCBIGene:4851	2		OMIM:109730;OMIM:616028	OMIM:109730;OMIM:616028
VAMP1	NCBIGene:6843	2		OMIM:108600;OMIM:618323	OMIM:108600;OMIM:618323
SAMHD1	NCBIGene:25939	2		OMIM:612952;OMIM:614415	OMIM:612952;OMIM:614415
DNAJC21	NCBIGene:134218	2		OMIM:260400;OMIM:617052	OMIM:260400;OMIM:617052
NMNAT1	NCBIGene:64802	2		OMIM:608553;OMIM:619260	OMIM:608553;OMIM:619260
NLRP7	NCBIGene:199713	2		OMIM:231090;OMIM:621471	OMIM:231090;OMIM:621471
SASH1	NCBIGene:23328	2		OMIM:127500;OMIM:618373	OMIM:127500;OMIM:618373
SATB1	NCBIGene:6304	2		OMIM:619228;OMIM:619229	OMIM:619228;OMIM:619229
NLRC4	NCBIGene:58484	2		OMIM:616050;OMIM:616115	OMIM:616050;OMIM:616115
NLGN4X	NCBIGene:57502	2		OMIM:209850;OMIM:300495	OMIM:209850;OMIM:300495
NLGN3	NCBIGene:54413	2		OMIM:209850;OMIM:300425	OMIM:209850;OMIM:300425
SBDS	NCBIGene:51119	2		OMIM:260400;OMIM:609135	OMIM:260400;OMIM:609135
SCN11A	NCBIGene:11280	2		OMIM:615548;OMIM:615552	OMIM:615548;OMIM:615552
NHS	NCBIGene:4810	2		OMIM:302200;OMIM:302350	OMIM:302200;OMIM:302350
NHP2	NCBIGene:55651	2		OMIM:224230;OMIM:613987	OMIM:224230;OMIM:613987
NHEJ1	NCBIGene:79840	2		OMIM:611291;OMIM:620968	OMIM:611291;OMIM:620968
NFU1	NCBIGene:27247	2		OMIM:605711;OMIM:620938	OMIM:605711;OMIM:620938
NFIX	NCBIGene:4784	2		OMIM:602535;OMIM:614753	OMIM:602535;OMIM:614753
NF2	NCBIGene:4771	2		OMIM:101000;OMIM:607174	OMIM:101000;OMIM:607174
RNU12	NCBIGene:267010	2		OMIM:603116;OMIM:620208	OMIM:603116;OMIM:620208
PDE10A	NCBIGene:10846	2		OMIM:616921;OMIM:616922	OMIM:616921;OMIM:616922
MYO5B	NCBIGene:4645	2		OMIM:251850;OMIM:619868	OMIM:251850;OMIM:619868
POMGNT2	NCBIGene:84892	2		OMIM:614830;OMIM:618135	OMIM:614830;OMIM:618135
PPOX	NCBIGene:5498	2		OMIM:176200;OMIM:620483	OMIM:176200;OMIM:620483
PPM1D	NCBIGene:8493	2		OMIM:114480;OMIM:617450	OMIM:114480;OMIM:617450
PPA2	NCBIGene:27068	2		OMIM:617222;OMIM:617223	OMIM:617222;OMIM:617223
RAD21	NCBIGene:5885	2		OMIM:611376;OMIM:614701	OMIM:611376;OMIM:614701
RAD51C	NCBIGene:5889	2		OMIM:613390;OMIM:613399	OMIM:613390;OMIM:613399
RAD54B	NCBIGene:25788	2		OMIM:114500;OMIM:605027	OMIM:114500;OMIM:605027
RAD54L	NCBIGene:8438	2		OMIM:114480;OMIM:605027	OMIM:114480;OMIM:605027
POMP	NCBIGene:51371	2		OMIM:601952;OMIM:618048	OMIM:601952;OMIM:618048
POMK	NCBIGene:84197	2		OMIM:615249;OMIM:616094	OMIM:615249;OMIM:616094
POMC	NCBIGene:5443	2		OMIM:601665;OMIM:609734	OMIM:601665;OMIM:609734
RBMX	NCBIGene:27316	2		OMIM:300238;OMIM:309555	OMIM:300238;OMIM:309555
POLR3A	NCBIGene:11128	2		OMIM:264090;OMIM:607694	OMIM:264090;OMIM:607694
POLR1C	NCBIGene:9533	2		OMIM:248390;OMIM:616494	OMIM:248390;OMIM:616494
POLR1A	NCBIGene:25885	2		OMIM:616462;OMIM:620675	OMIM:616462;OMIM:620675
RAI1	NCBIGene:10743	2		OMIM:182290;OMIM:610883	OMIM:182290;OMIM:610883
UBA5	NCBIGene:79876	2		OMIM:617132;OMIM:617133	OMIM:617132;OMIM:617133
RAPSN	NCBIGene:5913	2		OMIM:616326;OMIM:618388	OMIM:616326;OMIM:618388
RASA1	NCBIGene:5921	2		OMIM:605462;OMIM:608354	OMIM:605462;OMIM:608354
POLA1	NCBIGene:5422	2		OMIM:301030;OMIM:301220	OMIM:301030;OMIM:301220
POGLUT1	NCBIGene:56983	2		OMIM:615696;OMIM:617232	OMIM:615696;OMIM:617232
PPP2R3C	NCBIGene:55012	2		OMIM:618419;OMIM:618420	OMIM:618419;OMIM:618420
PPP3CA	NCBIGene:5530	2		OMIM:617711;OMIM:618265	OMIM:617711;OMIM:618265
PRDM13	NCBIGene:59336	2		OMIM:619761;OMIM:619909	OMIM:619761;OMIM:619909
PRDX3	NCBIGene:10935	2		OMIM:619862;OMIM:619871	OMIM:619862;OMIM:619871
PSTPIP1	NCBIGene:9051	2		OMIM:601979;OMIM:604416	OMIM:601979;OMIM:604416
PRX	NCBIGene:57716	2		OMIM:145900;OMIM:614895	OMIM:145900;OMIM:614895
PTCH2	NCBIGene:8643	2		OMIM:155255;OMIM:605462	OMIM:155255;OMIM:605462
PTF1A	NCBIGene:256297	2		OMIM:609069;OMIM:615935	OMIM:609069;OMIM:615935
PROS1	NCBIGene:5627	2		OMIM:612336;OMIM:614514	OMIM:612336;OMIM:614514
PROKR2	NCBIGene:128674	2		OMIM:146110;OMIM:244200	OMIM:146110;OMIM:244200
PROK2	NCBIGene:60675	2		OMIM:146110;OMIM:610628	OMIM:146110;OMIM:610628
PRODH	NCBIGene:5625	2		OMIM:239500;OMIM:600850	OMIM:239500;OMIM:600850
PROC	NCBIGene:5624	2		OMIM:176860;OMIM:612304	OMIM:176860;OMIM:612304
TYRP1	NCBIGene:7306	2		OMIM:203290;OMIM:612271	OMIM:203290;OMIM:612271
UBA1	NCBIGene:7317	2		OMIM:301054;OMIM:301830	OMIM:301054;OMIM:301830
PRLR	NCBIGene:5618	2		OMIM:615554;OMIM:615555	OMIM:615554;OMIM:615555
PTPRJ	NCBIGene:5795	2		OMIM:114500;OMIM:620484	OMIM:114500;OMIM:620484
PRKG2	NCBIGene:5593	2		OMIM:619636;OMIM:619638	OMIM:619636;OMIM:619638
PTPRQ	NCBIGene:374462	2		OMIM:613391;OMIM:617663	OMIM:613391;OMIM:617663
PYCR1	NCBIGene:5831	2		OMIM:612940;OMIM:614438	OMIM:612940;OMIM:614438
PRKACA	NCBIGene:5566	2		OMIM:615830;OMIM:619142	OMIM:615830;OMIM:619142
RAB3GAP1	NCBIGene:22930	2		OMIM:600118;OMIM:619420	OMIM:600118;OMIM:619420
RAB3GAP2	NCBIGene:25782	2		OMIM:212720;OMIM:614225	OMIM:212720;OMIM:614225
RBBP8	NCBIGene:5932	2		OMIM:251255;OMIM:606744	OMIM:251255;OMIM:606744
PMS2	NCBIGene:5395	2		OMIM:614337;OMIM:619101	OMIM:614337;OMIM:619101
PDE6B	NCBIGene:5158	2		OMIM:163500;OMIM:613801	OMIM:163500;OMIM:613801
RIPK4	NCBIGene:54101	2		OMIM:214350;OMIM:263650	OMIM:214350;OMIM:263650
RHD	NCBIGene:6007	2		OMIM:111690;OMIM:619462	OMIM:111690;OMIM:619462
PHOX2B	NCBIGene:8929	2		OMIM:209880;OMIM:613013	OMIM:209880;OMIM:613013
PHGDH	NCBIGene:26227	2		OMIM:256520;OMIM:601815	OMIM:256520;OMIM:601815
RIPK1	NCBIGene:8737	2		OMIM:618108;OMIM:618852	OMIM:618108;OMIM:618852
PEX3	NCBIGene:8504	2		OMIM:614882;OMIM:617370	OMIM:614882;OMIM:617370
PEX26	NCBIGene:55670	2		OMIM:614872;OMIM:614873	OMIM:614872;OMIM:614873
PEX2	NCBIGene:5828	2		OMIM:614866;OMIM:614867	OMIM:614866;OMIM:614867
PEX16	NCBIGene:9409	2		OMIM:614876;OMIM:614877	OMIM:614876;OMIM:614877
PEX13	NCBIGene:5194	2		OMIM:614883;OMIM:614885	OMIM:614883;OMIM:614885
PEX12	NCBIGene:5193	2		OMIM:266510;OMIM:614859	OMIM:266510;OMIM:614859
RBP3	NCBIGene:5949	2		OMIM:268000;OMIM:615233	OMIM:268000;OMIM:615233
PEX10	NCBIGene:5192	2		OMIM:614870;OMIM:614871	OMIM:614870;OMIM:614871
RIPOR2	NCBIGene:9750	2		OMIM:607017;OMIM:616515	OMIM:607017;OMIM:616515
PERP	NCBIGene:64065	2		OMIM:619208;OMIM:619209	OMIM:619208;OMIM:619209
PDGFRL	NCBIGene:5157	2		OMIM:114500;OMIM:114550	OMIM:114500;OMIM:114550
RNF170	NCBIGene:81790	2		OMIM:608984;OMIM:619686	OMIM:608984;OMIM:619686
PDGFRA	NCBIGene:5156	2		OMIM:175510;OMIM:607685	OMIM:175510;OMIM:607685
RNF212	NCBIGene:285498	2		OMIM:612042;OMIM:619673	OMIM:612042;OMIM:619673
PDE8B	NCBIGene:8622	2		OMIM:609161;OMIM:614190	OMIM:609161;OMIM:614190
PDE6G	NCBIGene:5148	2		OMIM:268000;OMIM:613582	OMIM:268000;OMIM:613582
RHAG	NCBIGene:6005	2		OMIM:185000;OMIM:268150	OMIM:185000;OMIM:268150
RFX5	NCBIGene:5993	2		OMIM:620816;OMIM:620818	OMIM:620816;OMIM:620818
RETREG1	NCBIGene:54463	2		OMIM:201300;OMIM:613115	OMIM:201300;OMIM:613115
PIGG	NCBIGene:54872	2		OMIM:616917;OMIM:619812	OMIM:616917;OMIM:619812
PLS3	NCBIGene:5358	2		OMIM:300910;OMIM:306950	OMIM:300910;OMIM:306950
PLP1	NCBIGene:5354	2		OMIM:312080;OMIM:312920	OMIM:312080;OMIM:312920
PLN	NCBIGene:5350	2		OMIM:609909;OMIM:613874	OMIM:609909;OMIM:613874
RBP4	NCBIGene:5950	2		OMIM:615147;OMIM:616428	OMIM:615147;OMIM:616428
PLG	NCBIGene:5340	2		OMIM:217090;OMIM:619360	OMIM:217090;OMIM:619360
RBSN	NCBIGene:64145	2		OMIM:620937;OMIM:620939	OMIM:620937;OMIM:620939
PLEKHM1	NCBIGene:9842	2		OMIM:611497;OMIM:618107	OMIM:611497;OMIM:618107
PLEKHG5	NCBIGene:57449	2		OMIM:611067;OMIM:615376	OMIM:611067;OMIM:615376
UNC119	NCBIGene:9094	2		OMIM:615518;OMIM:620342	OMIM:615518;OMIM:620342
PLCG2	NCBIGene:5336	2		OMIM:614468;OMIM:614878	OMIM:614468;OMIM:614878
PLCB4	NCBIGene:5332	2		OMIM:614669;OMIM:620458	OMIM:614669;OMIM:620458
PLAU	NCBIGene:5328	2		OMIM:104300;OMIM:601709	OMIM:104300;OMIM:601709
PLAG1	NCBIGene:5324	2		OMIM:181030;OMIM:618907	OMIM:181030;OMIM:618907
REEP2	NCBIGene:51308	2		OMIM:615625;OMIM:620606	OMIM:615625;OMIM:620606
PKLR	NCBIGene:5313	2		OMIM:102900;OMIM:266200	OMIM:102900;OMIM:266200
PITX3	NCBIGene:5309	2		OMIM:107250;OMIM:610623	OMIM:107250;OMIM:610623
REN	NCBIGene:5972	2		OMIM:267430;OMIM:613092	OMIM:267430;OMIM:613092
TULP1	NCBIGene:7287	2		OMIM:600132;OMIM:613843	OMIM:600132;OMIM:613843
PIGT	NCBIGene:51604	2		OMIM:615398;OMIM:615399	OMIM:615398;OMIM:615399
MYO6	NCBIGene:4646	2		OMIM:606346;OMIM:607821	OMIM:606346;OMIM:607821
MYO3A	NCBIGene:53904	2		OMIM:607101;OMIM:620722	OMIM:607101;OMIM:620722
KCNH1	NCBIGene:3756	2		OMIM:135500;OMIM:611816	OMIM:135500;OMIM:611816
SLC5A7	NCBIGene:60482	2		OMIM:158580;OMIM:617143	OMIM:158580;OMIM:617143
LGR4	NCBIGene:55366	2		OMIM:615311;OMIM:619613	OMIM:615311;OMIM:619613
LGI1	NCBIGene:9211	2		OMIM:600512;OMIM:621475	OMIM:600512;OMIM:621475
TTC8	NCBIGene:123016	2		OMIM:613464;OMIM:615985	OMIM:613464;OMIM:615985
LETM1	NCBIGene:3954	2		OMIM:194190;OMIM:620089	OMIM:194190;OMIM:620089
LEMD2	NCBIGene:221496	2		OMIM:212500;OMIM:619322	OMIM:212500;OMIM:619322
LCAT	NCBIGene:3931	2		OMIM:136120;OMIM:245900	OMIM:136120;OMIM:245900
SLC52A3	NCBIGene:113278	2		OMIM:211500;OMIM:211530	OMIM:211500;OMIM:211530
LARS2	NCBIGene:23395	2		OMIM:615300;OMIM:617021	OMIM:615300;OMIM:617021
SLC5A6	NCBIGene:8884	2		OMIM:618973;OMIM:619903	OMIM:618973;OMIM:619903
SLC6A3	NCBIGene:6531	2		OMIM:188890;OMIM:613135	OMIM:188890;OMIM:613135
KRT6B	NCBIGene:3854	2		OMIM:167210;OMIM:615728	OMIM:167210;OMIM:615728
TTC21B	NCBIGene:79809	2		OMIM:613819;OMIM:613820	OMIM:613819;OMIM:613820
LAMB2	NCBIGene:3913	2		OMIM:609049;OMIM:614199	OMIM:609049;OMIM:614199
LAMB1	NCBIGene:3912	2		OMIM:615191;OMIM:621424	OMIM:615191;OMIM:621424
LAMA5	NCBIGene:3911	2		OMIM:620049;OMIM:620076	OMIM:620049;OMIM:620076
SLC6A4	NCBIGene:6532	2		OMIM:164230;OMIM:607834	OMIM:164230;OMIM:607834
